ID-IMG-Meme, texto
DS_IMG_1383,El vato que daba todo por la empresa y lo despidieron: 
DS_IMG_1250,DA %0EXQUARIED MI G4TO USA CUA2OUER COSA COMO GORRO 
DS_IMG_1554,*Yo si aguanto pistear con tquila* Yo con 3 shots: 
DS_IMG_2814,yo fingiendo estar trabada cuando el profe me hable en la clase en Ilnea; 
DS_IMG_582,"""Cuando las chicas no se tapan lo suficiente Sociedad en la escuela"" Aquí no hacemos eso ""Cuando las chicas se tapan demasiado en Sociedad las Olimpiadas"" Aquí no hacemos eso "
DS_IMG_1694,NO LOSALBURES NO EXISTEN NOOO memegenerator.es 
DS_IMG_1540,"Cuando hago una sentadilla y me truena la rodilla. Uno aparte de guapo, crujiente "
DS_IMG_444,"""cA QUE SI YO HUBIESE SIDO LA ""BESTIA""YTÚ EL'BELLO HABRIA QUEDAO RARO""? memegeneratores "
DS_IMG_591,El Guarromántico @Guarromantico Un día eres joven y al otro te perrea el párpado por el estrés. 
DS_IMG_264,Los que creían que Argentina Alemania iban liclerar sus grupos en #Qatar2022 y/o apostaron muchísimo esos equipos  cYAHORA QUE? 427 p.mn. 2022 Twnlter (or Andrsd 
DS_IMG_1184,"La ventaja del Islam es que si cambias de pareja, te sirven las mismas fotos "
DS_IMG_2289,Los Tiránidos van a Venezuela pero los venezolanos se comen a los Tiránidos. Joder.. eso si es de gangsters 
DS_IMG_1699,*Cambio el foco de la cocina solito* Yo: MMRO 
DS_IMG_2932,Imaginate que una de eyas es tu novia yun dia llegas bien pedo que te equibocas y por error te cojes a su papa 
DS_IMG_896,recuerdo cuando fuimos a surfear asaslakpgya 'ala yoeralatabla 
DS_IMG_944,Cuando miras a tu mamá enseñándole las vocales a sus nietos con canciones y a ti te las enseñó a puro chanclazo: 
DS_IMG_2507,GRITO DE IMDEPENDENCIA 2019 
DS_IMG_2808,DIGo ALGo SOBRE EL CLIMA X UNA SEÑORA DE LA NADA: ELDEFORMA we YpE 97 Febrero Loco; Marzo otro poco 
DS_IMG_304,Yo: *Le sonrio a mi celular por un meme* Mi papá: Primera novia? yoa tu @dad m@ habia 35 m@njas; @os profesor@s y un penlo Dol [@ogido 
DS_IMG_2476,México: P que hacer un simulacro También México: NECESITO TEMBLAR hay 
DS_IMG_2918,CUANDO DESCUBRES QUE SER TIKTOKER NO TE LLEVARÓ 8 NADA EN ESTA VIDA EL DEFORMA 
DS_IMG_2183,CUANDO TU BESTFRIEND Y TU VEN A LA PERSONA QUE ODIAS 
DS_IMG_231,"Yo viendo las nuevas ""grandes novedades' del iPhone 13: #AppleEvent @juicesintern 0.06 272 mil reproduccionee "
DS_IMG_2960,Si Adan y Eva eran Blancos_ pDe donde salieron /os CSSAS CHLSTASAS Esofueracista Perofienesrazón negros? 
DS_IMG_572,cME ESTAS DICIENDO QUE INCITASTE UN MOVIMIENTO ANTIFEMINISTA PARA CONVERTIRTE EN LA PELiCULA MAS TAQUILLERA DEL MES? POR FAVOR QIURRAY cPAREZcOUMERIzOHoMOFÓBIcO MIsoGINO MACHISIAIOPRESOR? RODSCHACH  VENCI A HARLEY QUINN EN TAQUILLA BOBQUESUPELICULAERAUNABASURA 
DS_IMG_398,*Los vatøs con 2 novias; 5 ligues y 3 quedantes* Cualquier mørra: +Tienes novia? Ellos: @Miilltonero Nor 
DS_IMG_280,"es solo una caricatura, no influirá en los niños esa caricatura es machista, influirá en los niños "
DS_IMG_3071,Cuando me perdía en Parisina: GFAAAAAAA 
DS_IMG_1219,ESCUELA DE CURAS 225 
DS_IMG_238,MATARIAS A TU NOVIA POR UNA YAMAHA RIM Yo después de meterle 37 balazos @LOCOSPORLASMOTOS 
DS_IMG_3242,"Entonces yo me caía y no me pGsaba nGda, no como ustedes que son todos delicaos "
DS_IMG_1465,Cuando ya terminaste más de 6 veces té sigue cl4vando durísimo y nada que se vlene 76 1 y el 
DS_IMG_1081,"hola me Karlota; antes conocida como Carlos, soy tu rival en la pelea de esta noche; suertey que gane la mejor Ilamo "
DS_IMG_1571,AY MIJITO SALES CON CADA] MaMADA 
DS_IMG_2605,When llegas a la casilla y no está el PRI comprando tu voto a último momento Instiluto Nacional Electoral BUUU8I 6os INE 
DS_IMG_3086,SUEGRA PONTE EL CENTURON DE SEGURIDAD Fnr 
DS_IMG_726,No pegar a un reggaetonero por estar en contra del maltrato animal Los modales hacenal hombre 
DS_IMG_1318,rico y todo pero gritas más duro que los del gas Muy 
DS_IMG_18,nosoyracista pero odioalos negros ymono te dare de mis gomilas enera coin1 
DS_IMG_2827,iAyg Perdón señora 
DS_IMG_2085,1998: Tengo 10 años 2013 Aun Tengo 1Oaños Porfavon enseñamel tujutsu dsnotvacioneses jutsu de inmortalidad De todos los que lo han intentado el de ash es el mas perfecto 
DS_IMG_2436,Bomberosaurio Empresaurio Doctorsaurio j 
DS_IMG_2019,Yo esperando a que Anonymous exponga el ingrediente secreto de la cangreburger 
DS_IMG_183,Seymour Skinner @_ArmancoBarreda Ricardo Anaya: Estás gastando 2000 pesos en caguamas Yo: Es mi domingo y lo gasto como yo quiera #ConLasCaguamasNo 
DS_IMG_611,valientes? Di algo que nunca le dijiste a tu Ex por pena. iDISELOA OSOCONFEsOSO! Muy 7 
DS_IMG_312,iNO cedas el asiento a una mujer! Momesth Monesta El acto de ceder el lugar a una mujer (que no es anciana ni está embarazada) revela que inconscientemente creemos que la mujer se cansa más que el hombre por su naturaleza inferior. No es UM acto de caballerosidad . ES UN Acto MacHIsta. 
DS_IMG_1559,EL REY DEL ALBUR MECOROMA EL PREPUCIO. memegenerator.es 
DS_IMG_2003,Se queda en su casa calentito y al día Paga 100 pavos por siguiente desayuna una entrada de churros Nochevieja 
DS_IMG_1871,AUECES PIENSOEN TENER PAREJA DE NUEVO. LUEGO RECUERDO QUE ES EL MIISMOTFEERNO CON DIFERENTE DIABLO. VGEconsn 
DS_IMG_2741,La Selección Colombia creando una jugada: esta pequeña maniobra nos va a costar 51 años 
DS_IMG_1021,CFE Wenas tardes Wenas tardes señor FE a pagar Ia luz Ci Vengo 
DS_IMG_1006,Debes quererte y aceptarte tal y cual eres Yo A 1os que aconsejo 
DS_IMG_1606,Mi amorcito: &Qué haces? Yo: Durmiendo Mi amorcito: Sal que estoy afuera. Yo: 
DS_IMG_381,"Arregla tu Calie Debe lucir impecable Haz una última ronda por las principales áreas de la casa justo antes de que tu marido Ilegue evanta libros de escuela, juguetes_ etc_ Y limpia con un plumero lils me'as Icuatro "
DS_IMG_667,[0; POHIÉTDOIE L08 LEHIIES PORQUE K0 PUEDO ESCUCHAR LO OUE DICEI] 
DS_IMG_923,Cuando publicas una indirecta y se ofenden más de 4 
DS_IMG_112,"OPERATION: CANNSI POSSIBLZEAIL SLCONDTIME COMEDY 7VaIna) 9x8 kenny L E NUBSTRA MISIBN FALLP, PER@ APRENDIMOS MUCH@, PRIMERO, QUE LAS CHICAS N@ TIENEN BOLAS  ES@ ES CIERT@o Nell / Tr~t "
DS_IMG_2848,80 SALEI00 0E BpfPR]TF MloUA MI CEL %A TODO REVISADO 
DS_IMG_2680,"En el Nuevo; Nuevo León. No sé si poner las cubetas primero, intentar bañarme con el hilo de agua que caé de la regadera 0 poner la lavadora aunque sea unas 2 cargas 0 juntar para el caldo y sopa y dejar algo para regar plantas FOH; CIELOS 4:00 AM! ALERTA HORA DE JUNTAR agua "
DS_IMG_1038,"~Woow amor; eres un romántico; pusiste velas en todas partes, sorpresa me tienes? . cortaron la luz iqué ~Nos "
DS_IMG_2555,Cuando me obligan a Convivir con gente normal GaakT @ju <Papi @ic los odio @ todos 
DS_IMG_2233,ACHIRGAIUPUTO[EKSAG ESPERO TERRFPORTESMenes E com 
DS_IMG_1129,queriendo hacer outfits chidos Las blusas que tengo: Yo (VER 
DS_IMG_2255,Yo viendo como organizan sus noches mexicanas. GOD GuuMQ QUE 9 
DS_IMG_2904,Devuelveme el traje 
DS_IMG_2938,LO UNICO QUE ME DEJAN LAS VACACIONES 
DS_IMG_2556,Tláloc emperrado; tirando rayos y una lluvia torrencial en el Azteca por lo horrible que juega México: WS 16*0152749051465729/ph0t0/1 
DS_IMG_2129,Cuando apenas tienes un mes en la empresa yen la posada te ganas la pantalla de 50 pulgadas DI GOOFY Entertainment 
DS_IMG_1980,iAMORSI TE EXITRAÑO. 
DS_IMG_316,"#LUCHAFEMINISTA? DEJA PARA MAÑANA LO QUE PUEDAS HACER HOY, COMPAÑERA. memegenerator.es "
DS_IMG_773,"""Mi novia haciéndome la paja por debajo de la mesa en medio de una reunión familiar"" La familia viendo por encima de la mesa de vidrio: "
DS_IMG_2965,"~Desea redondear? ~No, gracias. kulo ni kafueran pà@f voyarcerrar kaja 'puto dala ahoques con Viingo not@ chinqn Mmadre komo kiera ya Ios edondie 12806 Gi pa unchlide e/ Prcld  redondeadus Punetag vayase Pobro kedar ( [pinche kulo {anovengasaki "
DS_IMG_2823,TEODIO CON ODIO JAROCHO memecrunchcom 
DS_IMG_321,"""Ahora todo es machismo No se puede hacer ni un chiste"" "
DS_IMG_2949,TODIO YLO SABES memegenerãtoe 
DS_IMG_3106,"Cuando piensas que la discusión a terminado y estás en paz, pero para ella no "
DS_IMG_2157,NADA COMO LLEGAR ATU CUARTO DESPUES DEESTAR TODO (LDIENLASALA 
DS_IMG_1222,~Venimos de marte ~De marte de quién:. 
DS_IMG_266,2 MInutos DESPUES iiEL FEMINISMO iSI NO ERES NO ES LO FEMINISTA CONTRARIO AL EREJ MACHISMO!! MACHISTA ! #FeminismoEsContradicciún 
DS_IMG_239,"cQUIERES DARLE LIBERTAD A UMA MUJER? PUES, 4 ALARGA EL CORDÓN DE LA PLANCHA "
DS_IMG_1025,desmotivocioneses Cuando te dicen que te tires a unas gemelas . 
DS_IMG_471,"Cuando quieres comenzar a ver yaoi pero recuerdas que tus padres son muy homofóbicos MJOVIO?BITCH PLEASE,TENGO YAOI CouNe; Podrías morii: DD CouNs IMPzova ~KKU MECPOIDS iPero vale la penal GRZzK GRSEK _ "
DS_IMG_1942,~iTe gusta el rock? ~Sí. me encanta ~iYa quién escuchas? ~Me gusta mucho Maná SEASMAMON 
DS_IMG_1475,"""Pero si era broma, iya te vas a enojar?"" Yo: "
DS_IMG_993,Ya empezaron estos pendejos con chistes sobre mi orita les pongo un tumor. 
DS_IMG_708,Hay viene el agua Recojan sus trapos 
DS_IMG_2358,"Así es jefa, me lo gané siendo ""NENI"" "
DS_IMG_421,Medios d@comuhicacign Donald Memes Trumps Gorea del Norte Brexit 
DS_IMG_2793,Oye hijo ya vinieron por tu prim.. 
DS_IMG_1779,Q1GRADOSTEMBLOR NOESK/DA Bcio CUARDOCAYOELMETEORITO QUG ACABO CORLOS DINOSAURIOSAHISI MEASUSTE 
DS_IMG_189,cQué naso con el semestre? Se la comieron Las chinches 
DS_IMG_2075,No habrá tercera guerra mundial. [AMOS @ [IVIR!!L Nuevo coronavirus. VAMOS @ MORORD 
DS_IMG_780,Cuauhthor 5O0Añosde Resistencia Indígena 1521 Hexico Tenochtitlan MEXICO AcoCTo 7021 ~{De resistencia contra quien? El Estado mexicano: 
DS_IMG_1899,El profe: *se equivoca* Yo: profe se equivocó ahí El profe: Eia paa ver si estaban atentos 
DS_IMG_1665,Ylo amabas? ~Amiga; yo lo mantenía 
DS_IMG_1627,Mi amix: Ya estoy afuera we Yo recién despierto y sin bañarme: 
DS_IMG_407,Alo mejor el amor de mi vida era un testigo de Jehová y yo nunca le abrí la puerta DIOS MIO QUE HE HECHO 
DS_IMG_2715,NO GANE NUESTRA BELLEZA LATINA NO TE PREOCUPES TENEMOS MISS LADY FRIJOLES 
DS_IMG_2743,Así quede cuando festeje el tercer gol de México #SeleccionMexicana #MexicoVsArabia 
DS_IMG_579,"Estas usando el. El nuevo bolso Shopper rayas de Zara. Sí, así es_ NEW NEW BOLSO ShOPPER RAYAS BOLSO SHOPPER 649,00 MXN 649,00 MXN "
DS_IMG_2546,iLuis Miguel viene al puerto! 
DS_IMG_145,yo no soy clasista Porque el clasismo es ignorancia y la ignorancia es para pobres 
DS_IMG_1193,Cuando lo besas y le sientes el paquetote 
DS_IMG_875,Cuando me entero que mi era Santa y yo puse en la carta que quería me culearan bien duro Starckieposting papá que 
DS_IMG_2980,Cuando no culos buenos en el salon Odio hay aquis 
DS_IMG_2890,SEACABO TODO TODO TODIZZO 
DS_IMG_2865,"""RADIoHEAD NI TOCA TAN ChIDo"" EL VATO QUE SE CREE SUPERIOR A TI SÓL0 POR LA MÚSICA QUE ESCUCHA: EL DEFORMA "
DS_IMG_2754,MEXICO CON EL TATA EN EL MUNDIAL NO PASARA NI DE FASE DE GRUPOS Ae Valvollne AliisiS AOYOA sprint us Cencocoi 8 dCup Uly THIS ISurs Scotiabonk Allstate Toyota Sprint fan 0 Mod DYOTA IS QuRs Koua tate MIÉGUENMELO 
DS_IMG_2096,"cQue le parece mi pronunciación en inglés? Prof: Mientras no salga del todo bien. Yo: pais , "
DS_IMG_1497,"Mi amorcito: amor, era juego- Yo: Ya, "
DS_IMG_3049,La Mi hermana hermana negra de otros negra 
DS_IMG_2820,El futbol es un deporte aburrido que cubre pura lavadera de dinero Si esos niños supferan leer estarian muy en@jados 
DS_IMG_1936,Mi Mamá: Ya deja de reirte de tu hermana; le bonito su corte Mi hermana: queda 
DS_IMG_1706,Tu compa y tu bien pedos a las 4 de la mañana: Como conockel iposlint Wey hay que poner un negocio 
DS_IMG_2283,CUANTO LE COSTO EL REGALO@ OBITO DE JOUNNIN PARA KAKASHIP UNOIO DEQA @ARA Mngineysnbrator 
DS_IMG_1834,Cuando tienes un accidente y te pones a borrar las conversaciones de WhatsApp por si te mueres en la ambulancia_ 
DS_IMG_1109,"Él-edinsitø 7nflâ @Pl-edinsitoinflu Cuando te dicen ""no aceptamos tarjeta y ya estás tragando: MEMES @EL-Ewsiio (lu "
DS_IMG_3221,"POR FAVOR, SEÑORITA NOS MORIMOS DE SUSPENSO DÉGAME éCUÁL DE ÉLLOS ES EL NUESTRO? "
DS_IMG_565,Cómo se Ilama tu perrito? Jerry Por No es 1no? qué? 
DS_IMG_2151,POR un PAIS sin RentA 9nd0 
DS_IMG_2975,CUANDO TE DICE QUE DE QUE ESTA HECHA TU VIDA Detu soledad {u tisteza Y tu desesperación. ANIMEMES 
DS_IMG_2156,Tú y yo el 15 de septiembre 
DS_IMG_278,PRUEBA DE AGUDEZA VISUAL Encuentrelas5sdiferencias Samsuns 
DS_IMG_72,"#Varicty reporta que @Co7 ""HalleBalley es cleoidu por #Disney oaru Inlerprelar 0 Garicl enr Ilve ecelon Hiisienu Opiniones REFINE 'RM groW FINERY29 TUMO PUEDESSER ARIEL PORQUEERES MEGRA "
DS_IMG_925,"Pero veo Cuando mi telefono que la hora nuevo dice pasa de ""Made in 01-00 a Iraq"" 00,59 "
DS_IMG_3001,ODIOATUSAMIGUTAS ZASMOSQUETERAS ZASODioW4 mémegendafo 
DS_IMG_897,Cuando la invitas a tomar cerveza y ella te pregunta: iLlevo algo? Cro 
DS_IMG_270,Cuando tu chica se embaraza de Otro y quiere que te hagas cargo tu. 96 Sáquesedeaquís Pero te recuerda que estan casados por la y te amenaza con dejarte en la calle quedándose con el 90% de tu sueldo y pertenencias. NQESMASQUE BäSgR4 MARIÑA ley 
DS_IMG_1970,desmotivoconeses Star Wars nos enseña Que los más malos de las películas son los politicos 
DS_IMG_1939,Feliz día a todos los padres 
DS_IMG_2189,Cuando el profe te deja de tarea entrevistar a 4 personas 
DS_IMG_412,DIOTRALEZQUEL GEXISMOESGRACIOSO VERÁS QUE RISAS memegenerator es 
DS_IMG_3075,When te duermes en clases despicrtas en la cama del profe conalep 
DS_IMG_2413,SALE A LACALLE EL VIERNES 13 JASON LO MATA 
DS_IMG_1015,2 Tisuscadaañoel liestad:laiesuección 
DS_IMG_1066,àCUAL ES TU PODER? )cultarme :D Al horno >;V 
DS_IMG_3202,Como QuE Un PELO En LA SOpall no VE QuE SoY CALvo? 
DS_IMG_776,Yo el 31 de OCTUBRE disfrazado de muerto. de hambre. 
DS_IMG_1633,Decidí ser feliz y ahora nomás traigo $20 pesos pa toda la semana 
DS_IMG_808,"Cuando llegas cansado de trabajar Madre te dice: Tú juega mientras yo preparo la cena Mi reina_ Mi esposa, Mi amo y tu ZGEMES Xb@X "
DS_IMG_2343,SOY FEO NQUE? 
DS_IMG_1976,La guardia civil recuerda que los que beben y vuelven a beber en el río son los peces; para todos los demás son: 6 puntos Gca 
DS_IMG_2074,Cuando abres Un paquete de chicles en clase DAVINCHUS 
DS_IMG_2111,Cuando veo películas románticas. iEMAPIIAIAI 
DS_IMG_2386,Mi causa miembro de mesa Ilegando a las 6 p.m a votar. lolo Cc Alista elánfora papi; que vengo por la democracia 
DS_IMG_1837,Persona Que Está Atrás: Cuidado Con La Banqueta Que Está Desnivelado Yo Pisando 3Ocm Abajo Del Otro: f@UÉI iCÓMO! R@UANDDO] 
DS_IMG_230,~iGuácala! cTe gusta Grupo Firme? Lo más naco de lo más naco es representado por los nacos de los que se brincaron las vallas para ver al los nacos de grupo firme_ Translate Tweer 
DS_IMG_2635,Enleste Odiamos a Israel perfil 
DS_IMG_940,Opinião difpradae piadas_de_humor_negro DOWMNATELO gunny co 
DS_IMG_2745,YO ODIO MI TRABAJO A 42 H(ch*)] 3 Mila LO QUETMCZSO ES QUíIICA makeameme org 
DS_IMG_2798,YO PREOCUPADO PoR Lo QUE PAsA EN UCRANIA Como sI No VIVIERA EN EL Estado DE MÉXICO EL DEFORMA Bienvenidos AL Estado de Mexico 
DS_IMG_2797,"MIRA, AMOR, YA DIERON LOS LIBROS DELA SEP KQWS 69 EL ATLAS No VA A CABER EN MI MOCHILA "
DS_IMG_2474,fen @ bolillo para e susto 
DS_IMG_1067,Trannquiles  soymujer 88 3 
DS_IMG_695,Cuando mandas un mensaje mal escroto escrito* 
DS_IMG_3022,CUANDO ALGUIEN DICE QUE SOY TIERNO: oscuro; brutaly estoy lleno de odio. Soy 
DS_IMG_1997,Dík DE LOS INOCEMTES V VO IIEO ^ CAER 
DS_IMG_1848,Países donde gente que se emperra porque le consultan su opinión Jn Cal Ma hay 
DS_IMG_2916,El reSto De Mexico tLaxCala CERRANDO FRONTERAS 
DS_IMG_634,EN FACEBOOK // EN PERSONA 
DS_IMG_143,5 pasos para detectar a los FíFís. 1:Atacan a AMLO sin razón. 2:Se creen de sociedad y son los gatos del gato del patrón. 3:Están amargados. 4:Son corruptos y rateros. 5-Se creen mucho. Noticias MPU 
DS_IMG_1359,"La vida se trata de metas, mientras más metas mejor. DEVOCONIeees DEVOCIONPERVERSA "
DS_IMG_2049,DICIEMBRE ENERO 
DS_IMG_108,DEPNE Team B Team ES PORQUESOY NEGROQ? 
DS_IMG_1051,Cuando ya Pero también aprendiste a hacer extrañas a comida china tu perro 
DS_IMG_435,Etiqueta a tu amiga de cabello corto dile qué número es 
DS_IMG_1365,Te invitó d misa Misa-brosos besos 
DS_IMG_1308,LOSIEMO HASSAM MARIO ES PARAPERSONAS CONDEDOS JehueleelauoacaElacoM 3}-Z0K6 | 
DS_IMG_463,HOMOFOBICOS QL0S menegenaatores 
DS_IMG_1796,ESEGUROS QUE | ERA MÉXICO? 
DS_IMG_96,El racismo empieza cuando crees que l0 arrestaron ARIA OLARIA Co cluve Aileic clue OLAQ OL C NEs] 
DS_IMG_1701,Dulce 0 Delicioso 
DS_IMG_868,Yo yendo a molestar a la única persona que me soporta. @e mere |non 
DS_IMG_462,homosexual Dije. Que soy homosexual DEJA DE IGNORAR QUE SOY HOMOSEXUAL MALDIIO HOMOFOBICO Soy 
DS_IMG_95,Cuando entras en la comunidad de Free Fire Ya nos quisieron chupar la pija como 5 veces imgflip.com 
DS_IMG_1900,"En las redes Il En la vida real Iwr TeLS, Mobil  8326-19-14 | 4952-30 54 "
DS_IMG_831,Cuando estás jugando piedra; papel 0 tijera y todas sacan tijera: 
DS_IMG_3228,La verdad. 000 No muy seguro. Pero me parece que el tema de las Escaleras de Emergencias no es así. estoy 
DS_IMG_960,Cuando le preguntas a tu hijo disléxico donde le gustaría ir de vacaciones_ 
DS_IMG_275,Seguro sirves para algo; como para ver anime 0 leer manga pinche otaku qliao 
DS_IMG_774,Paso hallowen y no tus dulces besos No puedeser pedí 
DS_IMG_1933,SIAL MAESTRO QUIERES FELIZ DIA DEL MAESTRO DECIRLEDEBES 
DS_IMG_2950,Cuando estás harto de la gente y no quieres que nadie se te acerque 
DS_IMG_298,Mi esposa comenzó un proyecto de jardinería: No me ha querido decir que va a sembrar. 
DS_IMG_433,"CONSUMO CONVOCA UNA ""HUELGA DE JUGUETES"" CONTRA EL SEXISMO "
DS_IMG_1420,Yo viendo las noticias del perrito cheems 
DS_IMG_2140,Si te estas bañando y se te cae el jabón al piso.. iSe ensucia el jabón 0 se Limpia el piso? soyluna.me JMIPAKTADA 
DS_IMG_2150,CUANDO TEDAUN CAZAMBREEN ZA GHRYDALAS 3 DGLA MAÑAMA memeadicte 
DS_IMG_1718,cuando te toca por atrás pero no puedes gritar porque tu mamá crío una guerrera; no una llorona 
DS_IMG_1005,"Pedalea rápido hijo, ahí viene el dueño "
DS_IMG_2417,à QUIEN PAGA LAS FACTURAS DE JULIO? 
DS_IMG_3012,Odio a todo el mundo @michis para ti 
DS_IMG_656,Imagínate andar en la pda y toparte a este wey Hl ; 
DS_IMG_1729,[VOALMILITE LEGANAREAL GOIXRRICSENALBURES memegendatoe 
DS_IMG_3164,Cuando te caes de boca en la caja de costura de la abuela.- 
DS_IMG_2634,[SI@RMAMOSU Ae [EXICOITSBRAZI [PÚMITODOSSEOLVIDAN DEDASELECCIONES; PAPILORD 
DS_IMG_308,"SI UNA CHICA RECHAZA UNA OFERTA SEXUAL DE UN CHICO , TIENE PERSONALODAD EN CAMBIO SI UN CHICO LO HACE ES UN PRINGAO RARO "
DS_IMG_3152,una señorita Por aspirina favors! 
DS_IMG_313,Los Videojuegos representan a Las Mujeres como Seres debiles e incapacesDBluCHARPor SIMISMAS POR FAVOR... 
DS_IMG_636,La que esta leyendo esto le de 11 9 con nalgadas:' Perrilo gusla 
DS_IMG_1176,"~Hijo, vemos que eres un pervertido y hemos decidido llevarte con la psicóloga. está buena ? "
DS_IMG_1759,Mirar a tu y pensar. ESTANUNCA VA DEJAR DE TRAGAR amiga 
DS_IMG_2628,Nos quitaba una hora de sueño. Tardábamos en acoplarnos. Hacía rendir más el día. Ahorrábamos en luz. Yaún así es el mejor horario que podíamos tener . #AdiosAlHorarioDeVerano 
DS_IMG_1644,va a ganar el canelo 
DS_IMG_1099,Después de un monaguillo; un buen cigarrillo. 149s49 
DS_IMG_1895,ODIO SER POBRE LO ODIOHH! 
DS_IMG_44,Feministas apoyando el aborto: Logica humana +8Bo@ Nosotros somos una especie que daña el planeta; prefiero que la humanidad se extingua Feministas cuando las matan: iNos tratan peor iMerezco vivir! iSomos humanos! que animales! 
DS_IMG_620,Cuando se te olvida lo que estabas haciendo 
DS_IMG_958,no olviden ponerle el filtro al espejo también 
DS_IMG_3265,"Seguro es una trampa Mi amor, éte gusta mi No, no es mi amiga Ana? tipo Lo siento pero no habrá trío Ana, "
DS_IMG_1929,-iPedimos algo de comer? ~No puedo; es martes 13 ~iEres supersticioso? No; me pagan hasta el 15 SQUENDA 
DS_IMG_2116,hacer un meme lo mas ofensivo hacer un meme hacer un meme posible pensando realmente de purble place que eso es lo que lo hace grasioso grasioso y no necesariamente ofensivo 
DS_IMG_770,todo hombre tener un millón de dólares encontrar al amor de tu vida poder hacer todo el día el vago poder moar sin que se te salga la orina fuera durante 0l intento  MuTsyourMe? ORSERN FOUaLH DPuh 
DS_IMG_1826,#EnColombiaSeDice iEstá lloviendo! iEstá lloviendo! iEstá lloviendo! iEstá Iloviendo! iEstá Iloviendo! iiiLA ROPAAAAAAAA!!! 18*44 19 abr. 2018 Monseriar A ti no te sale_cállate 
DS_IMG_595,Ahhh pero se quería ver bien pipirisnais . 
DS_IMG_2554,Estoy temblando y llorando no mames no lo puedo creer. TAYLOR SWIFT EN MÉXICO CON VENTA SÓLO A RESIDENTES DEL PAIS 10 
DS_IMG_1294,Mralos ghí muy rudos pero uno fue niñera y el otro un hada 
DS_IMG_76,hey por lo menos no soJ parizán como tu 
DS_IMG_1343,Sabes cual es e] Ingar ms [DeTgroso iJe Mexico? Mmmih [Jepito] Pinche peladon 
DS_IMG_1330,Decir algo con doble sentido y darte cuenta que no todas las personas tienen la misma mente enferma y retorcida que la tuya. 
DS_IMG_1790,Cononavirus BRONCOLIN 
DS_IMG_162,"Ya te conseguí ""Iker Ozuna Yandel"" FBiaNToNIoFRANCO Aatearoo [ VEV RuZ0 1 papá "
DS_IMG_2843,CUANDO SUENA LA ALERTA SíSMICA  EN DOMINCO_ R LAS 8 AM EL DEFORMA 
DS_IMG_1979,"""Yo, yendo a encontrarme con mis amigos para los planes que hice cuando estaba de mejor humor"" "
DS_IMG_1019,"CAMINANDO PORLA CALLE, VIAUNNEGRO CARGANDOUNTEZEVISOR PENISE ""SEGARECEAZMIO"" PERO EL MIO ESTAENCASA LIMPIANDO MISZAPATOS ICMEggneraonIE "
DS_IMG_1788,Ni para rezar por Mexico Koh Porqueel Papa es Argentino Pero Jesús es de Veracruz '0unSo | 
DS_IMG_2535,WIa VS LOS MEJORESMEMES AGOsT0 2023 
DS_IMG_478,"""La homosexualidad es una enfermedad"" Hola no puedo ir a trabajar estoy gay "
DS_IMG_1325,GuuDosATODOSOERRTDDD ROSALA MANGUERA 
DS_IMG_386,Mi mamá: Le voy a preguntar a tus amigos si todos cumplen años todos los sábados. Yo: Nojefa no hagaeso 
DS_IMG_384,LLENGUAJE SEXISTA? iQUÉ LA Spl Adobe Spark SEXISTA? iSOCIEDAD OPINA REAL ACADEMIA? 
DS_IMG_2941,Cuando estás en la calle y ves a lo lejos a un conocido. 
DS_IMG_2892,EL WEY Que ESCUCHA EL WEY QUE ESCUCHA NIRVANAI (ARRan@ 
DS_IMG_1771,VIERNESITO PAPÁ. @R2x Corpno (orona 
DS_IMG_1755,"dBueno ya es Halloween cBruja aterradora que disfraz debería usar? oh bruja sexi? R dOye ruso, tú No se reina; ponte opinas? el que sea. visita ""El Albur Ruso""para mas comics? ELaLBuR RUSO! G que "
DS_IMG_1854,[VSIE[I BEMI LO QUE PROVOCA LA DROGA. 
DS_IMG_276,cuando sales a correr Y terminas en el puesto de las quesadillas Ay; distraída Me confundí Sans_ Clnel qué 
DS_IMG_2742,llevenme al imss 
DS_IMG_2231,SIENTATENOSEMUYBEEN COMODECIRTEESTO @MOTEENES GAMSIBR 
DS_IMG_1984,VNOICON EL MIEDODG IRALA CABALGATA DER.ES YQUE BALTASARSEA ELREGRO DEL WHATSAPP Ttodn 
DS_IMG_3211,Estamos listos para dominar el mundo 7571 2AVIH) (91122/17 
DS_IMG_331,"Porn hub No apoyaré un VIDEOS mercado que ve ala mujer como un negocio Nuevo set explicito ya disponible; DM para mas informacion; si no me van a comprar les pido que no me hablen por que no respondo, una vez me paguen ahi si podemos hablar. Sigan a @putitadeliciosauwu que Dad8y perdio su cuenta y tambien vende contenido, solo por 209 de descuento, aprovechen la oferta hoy "
DS_IMG_2464,iiiNO MAMEEEEESII Definitivamente México seestá viendo muy bien en cuanto eventos internacionales_ Primero anunció Madonna; después Lana del Rey y ahora Taylor Swift vienen México_ Yo en corto: 
DS_IMG_3039,ESTA NOCHEVIEJA LA PASARÉ COMO HAN SOLO 
DS_IMG_2092,"QUÉ BUENO QUE YA TERMINO EL DíA DEL NIÑO, PONGAN OTRA VEZ SUS FOTOS DE ADULTOS, CON SU MIRADA VACIA Y SUEÑOS ROTOS "
DS_IMG_2851,Shakira siempre apostó por la educación virtual RUIZ e RR 
